Symbol,Company_Name,NCTId,Phases,Status,Conditions,Interventions
JBIO,"Jade Biosciences, Inc.",NCT07059312,PHASE1,ACTIVE_NOT_RECRUITING,Healthy Volunteers,"JADE101, Placebo"
PLYX,"Polaryx Therapeutics, Inc.",NCT04637282,PHASE3,NOT_YET_RECRUITING,Juvenile Neuronal Ceroid Lipofuscinosis,"PLX-200, Placebo"
TTRX,Turn Therapeutics Inc.,NCT07355075,PHASE2,RECRUITING,"Eczema Atopic Dermatitis, Eczema, Atopic Dermatitis",N/A
NERV,"Minerva Neurosciences, Inc.",NCT04020575,PHASE1,RECRUITING,Metastatic Breast Cancer,"huMNC2-CAR44 CAR T cells or huMNC2-CAR22 CAR T cells, huMNC2-CAR44 CAR T cells or huMNC2-CAR22 CAR T cells @ RP2D"
IXHL,Incannex Healthcare Inc.,NCT06146101,"PHASE2, PHASE3",ACTIVE_NOT_RECRUITING,Obstructive Sleep Apnea,"IHL-42X Low Dose, IHL-42X High Dose, Placebo, IHL-42X (Optimal Dose), Dronabinol, Acetazolamide, Placebo"
LBRX,LB Pharmaceuticals Inc,NCT07363577,PHASE3,NOT_YET_RECRUITING,Schizophrenia,"LB-102 (50 mg tablet), LB-102 (100 mg tablet)"
LBRX,LB Pharmaceuticals Inc,NCT07369154,PHASE3,NOT_YET_RECRUITING,Schizophrenia,LB-102
PRTC,PureTech Health plc,NCT07284602,PHASE3,NOT_YET_RECRUITING,Idiopathic Pulmonary Fibrosis (IPF),"Deupirfenidone, Pirfenidone (PFD)"
PRTC,PureTech Health plc,NCT05829226,PHASE1,RECRUITING,"AML, Adult Recurrent, MDS","LYT-200, Venetoclax, Azacitidine, Decitabine"
PRTC,PureTech Health plc,NCT05321420,PHASE2,ACTIVE_NOT_RECRUITING,Idiopathic Pulmonary Fibrosis,"Placebo, Pirfenidone, Deupirfenidone"
CNTB,Connect Biopharma Holdings Limited,NCT05437536,N/A,RECRUITING,VWD - Von Willebrand's Disease,N/A
CNTB,Connect Biopharma Holdings Limited,NCT06733480,NA,RECRUITING,"Rotator Cuff Tears, Anatomic Total Shoulder Arthroplasty, Reverse Total Shoulder Arthroplasty",N/A
CNTB,Connect Biopharma Holdings Limited,NCT07213986,NA,RECRUITING,"Neurogenic Bowel Dysfunction, Spinal Cord Injury",N/A
CNTB,Connect Biopharma Holdings Limited,NCT06607341,NA,RECRUITING,"Diabetes, Pre-diabetes, Hypertension, Overweight and Obesity",N/A
CNTB,Connect Biopharma Holdings Limited,NCT06239818,NA,RECRUITING,Sports-related Concussion,N/A
CNTB,Connect Biopharma Holdings Limited,NCT06543277,NA,RECRUITING,Chronic Incomplete Cervical Spinal Cord Injury (SCI),N/A
CNTB,Connect Biopharma Holdings Limited,NCT06940141,PHASE2,RECRUITING,Asthma Acute,Matching placebo in prefilled syringe
CNTB,Connect Biopharma Holdings Limited,NCT07315867,NA,RECRUITING,Autism,N/A
CNTB,Connect Biopharma Holdings Limited,NCT00178659,N/A,ACTIVE_NOT_RECRUITING,"Brain Injuries, Traumatic, Traumatic Brain Injury",N/A
CNTB,Connect Biopharma Holdings Limited,NCT04937062,EARLY_PHASE1,ACTIVE_NOT_RECRUITING,"STXBP1 Encephalopathy With Epilepsy, SLC6A1 Neurodevelopmental Disorder, Developmental and Epileptic Encephalopathy",Glycerol Phenylbutyrate 1100 MG/ML [Ravicti]
CNTB,Connect Biopharma Holdings Limited,NCT06940154,PHASE2,RECRUITING,COPD Acute Exacerbation,Matching placebo in prefilled syringe
MPLT,"MapLight Therapeutics, Inc.",NCT07038876,PHASE2,RECRUITING,Schizophrenia,"Placebo, ML-007C-MA BID, ML-007C-MA QD"
MPLT,"MapLight Therapeutics, Inc.",NCT06887192,PHASE2,RECRUITING,Psychosis Associated With Alzheimer's Disease,"ML-007C-MA, Placebo"
MPLT,"MapLight Therapeutics, Inc.",NCT07459660,PHASE2,NOT_YET_RECRUITING,Psychosis Associated With Alzheimer's Disease,ML-007C-MA
MPLT,"MapLight Therapeutics, Inc.",NCT05081245,PHASE2,ACTIVE_NOT_RECRUITING,Autism Spectrum Disorder,"ML-004 (IR)/(ER) tablet, ML-004 Placebo"
MPLT,"MapLight Therapeutics, Inc.",NCT07459647,PHASE2,NOT_YET_RECRUITING,Schizophrenia,ML-007C-MA
MANE,"Veradermics, Incorporated",NCT07146022,PHASE3,RECRUITING,"Androgenetic Alopecia (AGA), Androgenetic Alopecia, AGA, Female Androgenetic Alopecia, Hair Loss","VDPHL01 QD, Placebo, VDPHL01 BID, Placebo"
MANE,"Veradermics, Incorporated",NCT06527365,PHASE2,ACTIVE_NOT_RECRUITING,"Androgenetic Alopecia, AGA, Male Pattern Baldness",VDPHL01
MANE,"Veradermics, Incorporated",NCT06972264,PHASE3,ACTIVE_NOT_RECRUITING,"Androgenetic Alopecia, AGA, Male Pattern Baldness","VDPHL01, Placebo"
MANE,"Veradermics, Incorporated",NCT06724614,"PHASE2, PHASE3",ACTIVE_NOT_RECRUITING,"Androgenetic Alopecia, AGA, Male Pattern Baldness","VDPHL01, Placebo"
SGP,"SpyGlass Pharma, Inc.",NCT07154810,N/A,ACTIVE_NOT_RECRUITING,"Glaucoma, Cataract, Ocular Hypertension",N/A
SGP,"SpyGlass Pharma, Inc.",NCT07218783,PHASE3,RECRUITING,"Cataract, Glaucoma, Ocular Hypertension","Bimatoprost Implant System, Timolol Maleate Ophthalmic Solution, 0.5%"
SGP,"SpyGlass Pharma, Inc.",NCT07218796,PHASE3,RECRUITING,"Cataract, Glaucoma, Ocular Hypertension","Bimatoprost Implant System, Timolol Maleate Ophthalmic Solution, 0.5%"
SGP,"SpyGlass Pharma, Inc.",NCT06120842,"PHASE1, PHASE2",ACTIVE_NOT_RECRUITING,"Cataract, Glaucoma, Ocular Hypertension","Bimatoprost Implant System (High Dose), Bimatoprost Implant System (Low Dose), Timolol Maleate Ophthalmic Solution, 0.5%"
GOSS,"Gossamer Bio, Inc.",NCT07181382,PHASE3,RECRUITING,Pulmonary Hypertension Associated With Interstitial Lung Disease,"Placebo, Seralutinib"
GOSS,"Gossamer Bio, Inc.",NCT06274801,PHASE3,ACTIVE_NOT_RECRUITING,Pulmonary Arterial Hypertension,Seralutinib
GOSS,"Gossamer Bio, Inc.",NCT04816604,PHASE2,ACTIVE_NOT_RECRUITING,Pulmonary Arterial Hypertension,GB002 (seralutinib)
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT05702034,PHASE3,RECRUITING,"Ischemic Stroke; Ischemic Attack, Transient","Milvexian, Placebo"
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT06615479,PHASE3,RECRUITING,Relapsed or Refractory Multiple Myeloma (RRMM),"BMS-986393, Cyclophosphamide, Fludarabine, Daratumumab, Pomalidomide, Dexamethasone, Carfilzomib"
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT07118215,PHASE1,RECRUITING,Healthy Volunteers,"KarXT, Midazolam, Fexofenadine, Digoxin"
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT07015983,PHASE2,RECRUITING,"Lupus Erythematosus, Systemic, Lupus Nephritis","CC-97540, Fludarabine, Cyclophosphamide"
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT02925234,PHASE2,RECRUITING,"Cancer, Tumors, Neoplasm, Neoplasia","Panitumumab, Olaparib, Dabrafenib, Nilotinib, Trametinib, Erlotinib, Trastuzumab and Pertuzumab (combination treatment), Vemurafenib and Cobimetinib (combination treatment), Vismodegib, Regorafenib, Nivolumab, Afatinib, Dabrafenib and trametinib, Ribociclib, Lenvatinib, Pembrolizumab, Durvalumab, Rucaparib, Axitinib, Palbociclib, Crizotinib, Sunitinib, Cabozantinib, Abemaciclib, Alectinib, Atezolizumab and Bevacizumab, Ipilimumab and nivolumab, Entrectinib, Talazoparib, Dacomitinib, Lorlatinib, Erdafitinib, Alpelisib, Niraparib, Pemigatinib, Selpercatinib, Tepotinib"
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT07257120,PHASE4,RECRUITING,Healthy Volunteers,Xanomeline/trospium chloride
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT06297226,PHASE2,RECRUITING,Multiple Myeloma,Arlocabtagene Autoleucel
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT02498912,PHASE1,ACTIVE_NOT_RECRUITING,Solid Tumors,"Cyclophosphamide, Fludarabine"
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT00505245,N/A,RECRUITING,"Caregiver, Health Care Provider, Malignant Neoplasm, Physician",N/A
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT06585787,PHASE3,RECRUITING,Alzheimer Disease,"KarXT, Placebo"
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT06794268,N/A,RECRUITING,Follicular Lymphoma,Lisocabtagene maraleucel
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT07424404,PHASE3,NOT_YET_RECRUITING,"Schizophrenia, Autism-Related Irritability",KarXT
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT07115745,PHASE1,RECRUITING,Refractory Autoimmune Diseases,"Fludarabine, Cyclophosphamide, Tocilizumab"
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT06121843,PHASE1,RECRUITING,Multiple Myeloma,"BMS-986393, Alnuctamab, Mezigdomide, Iberdomide, Elranatamab"
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT05980949,PHASE3,RECRUITING,Psychosis Associated With Alzheimer's Disease,KarXT
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT05869955,PHASE1,RECRUITING,"Systemic Lupus Erythematosus, Idiopathic Inflammatory Myopathy, Systemic Sclerosis, Rheumatoid Arthritis","CC-97540, Fludarabine, Cyclophosphamide, Tocilizumab"
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT06153251,PHASE1,RECRUITING,Relapsed and/or Refractory Multiple Myeloma,"BMS-986453, Fludarabine, Cyclophosphamide"
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT01848028,N/A,RECRUITING,"Psoriasis, Psoriatic-arthritis",N/A
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT06788652,N/A,RECRUITING,Mantle Cell Lymphoma (MCL),Lisocabtagene maraleucel
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT05511363,PHASE3,RECRUITING,Psychosis Associated With Alzheimer's Disease,"KarXT, Placebo"
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT02622581,N/A,RECRUITING,"Metastatic Non-small Cell Lung Cancer (NSCLC), Non-small Cell Lung Cancer Metastatic, Non-small Cell Lung Cancer Stage II, Non Small Cell Lung Cancer Stage III, Small-cell Lung Cancer, Non-small Cell Lung Cancer Stage I",N/A
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT03085173,PHASE1,ACTIVE_NOT_RECRUITING,"Chronic Lymphocytic Leukemia (CLL), Relapsed, Refractory",EGFRt/19-28z/4-1BBL CAR T cells
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT06313996,PHASE3,NOT_YET_RECRUITING,Relapsed or Refractory Follicular Lymphoma,"Cyclophosphamide, Doxorubicin, Vincristine, Rituximab, Prednisone, Bendamustine, Lenalidomide, Fludarabine, Liso-cel"
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT07335562,PHASE3,NOT_YET_RECRUITING,Systemic Sclerosis,"BMS-986353, Fludarabine, Cyclophosphamide, Tocilizumab, Rituximab, Nintedanib"
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT03527108,PHASE2,ACTIVE_NOT_RECRUITING,Non Small Cell Lung Cancer,"Nivolumab, Ramucirumab"
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT06220201,PHASE1,RECRUITING,"Multiple Sclerosis, Myasthenia Gravis","CC-97540, Fludarabine, Cyclophosphamide"
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT07204418,PHASE1,RECRUITING,Healthy Volunteers,Xanomeline/ Trospium Chloride
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT07015242,PHASE2,RECRUITING,Lymphoma,"Rituximab, Methotrexate, Procarbazine, Temozolomide, Liso-cel, Fludarabine, Cyclophosphamide, Calcium folinate"
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT05918666,N/A,ACTIVE_NOT_RECRUITING,Solid Tumours in Advanced Stages,N/A
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT02693535,PHASE2,RECRUITING,"Lymphoma, Non-Hodgkin, Multiple Myeloma, Advanced Solid Tumors","Palbociclib, Sunitinib, Temsirolimus, Trastuzumab and Pertuzumab, Vemurafenib and Cobimetinib, Regorafenib, Olaparib, Nivolumab and Ipilimumab, Abemaciclib, Talazoparib, Atezolizumab and Talazoparib, Tucatinib plus Trastuzumab Subcutaneous (SC), Futibatinib, Dabrafenib plus Trametinib, Fam-Trastuzumab Deruxtecan-Nxki (TDxD)"
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT06788639,N/A,RECRUITING,"Chronic Lymphocytic Leukemia (CLL), Small Lymphocytic Lymphoma (SLL)",Lisocabtagene maraleucel
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT00404989,N/A,RECRUITING,"HIV Infections, Hepatitis B",N/A
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT05304767,PHASE3,RECRUITING,Schizophrenia,Xanomeline and Trospium Chloride Capsules
BMYMP,Bristol-Myers Squibb Company PFD CONV 2,NCT03070327,PHASE1,ACTIVE_NOT_RECRUITING,Multiple Myeloma,"EGFRt/BCMA-41BBz CAR T cell, Cyclophosphamide, Lenalidomide."
CRVO,CervoMed Inc.,NCT06815965,PHASE2,ACTIVE_NOT_RECRUITING,Dementia With Lewy Bodies (DLB),neflamapimod
CRVO,CervoMed Inc.,NCT06987643,PHASE2,RECRUITING,"Moderate to Severe Acute Ischaemic Stroke, Ischaemic Stroke","Neflamapimod, Placebo"
CRVO,CervoMed Inc.,NCT07033481,PHASE2,RECRUITING,Nonfluent Variant Primary Progressive Aphasia (nfvPPA),"Neflamapimod, Placebo"
ATYR,"aTyr Pharma, Inc.",NCT05892614,PHASE2,RECRUITING,Interstitial Lung Disease,"efzofitimod 450 mg, efzofitimod 270 mg, Placebo"
ATYR,"aTyr Pharma, Inc.",NCT05415137,PHASE3,ACTIVE_NOT_RECRUITING,Pulmonary Sarcoidosis,"Efzofitimod 3 mg/kg, Efzofitimod 5 mg/kg, Placebo"
SIGA,"SIGA Technologies, Inc.",NCT04957485,PHASE2,ACTIVE_NOT_RECRUITING,Smallpox,"Tecovirimat, Smallpox and Mpox Vaccine"
PLNH,Planet 13 Holdings Inc.,NCT05642715,NA,RECRUITING,"Hiv, Tobacco Use",Varenicline
OTLK,"Outlook Therapeutics, Inc.",NCT05112861,PHASE3,ACTIVE_NOT_RECRUITING,"Age-Related Macular Degeneration, Neovascular Age-related Macular Degeneration, Wet Macular Degeneration, BRVO - Branch Retinal Vein Occlusion, Diabetic Macular Edema",bevacizumab
RVPH,"Reviva Pharmaceuticals Holdings, Inc.",NCT05184335,PHASE3,RECRUITING,Schizophrenia,Brilaroxazine
JSPR,"Jasper Therapeutics, Inc.",NCT06736262,PHASE2,ACTIVE_NOT_RECRUITING,Urticaria Chronic,Briquilimab
JSPR,"Jasper Therapeutics, Inc.",NCT06162728,"PHASE1, PHASE2",ACTIVE_NOT_RECRUITING,Chronic Spontaneous Urticaria,Briquilimab
BMEA,"Biomea Fusion, Inc.",NCT05918692,PHASE1,ACTIVE_NOT_RECRUITING,Acute Myeloid Leukemia,BMF-500
BMEA,"Biomea Fusion, Inc.",NCT07223216,PHASE1,RECRUITING,Obesity,BMF-650
ALGS,"Aligos Therapeutics, Inc.",NCT06672900,PHASE1,ACTIVE_NOT_RECRUITING,Healthy Volunteer,"Carbamazepine, Itraconazole (Sporanox), ALG-000184"
ALGS,"Aligos Therapeutics, Inc.",NCT06963710,PHASE2,RECRUITING,Chronic Hepatitis B Infection,"ALG-000184, TDF"
ALGS,"Aligos Therapeutics, Inc.",NCT07342868,PHASE1,RECRUITING,Chronic Hepaititis B Infections,Pevifoscorvir Sodium (ALG-000184)
ALGS,"Aligos Therapeutics, Inc.",NCT07342881,PHASE1,RECRUITING,Chronic Hepatitis B Infection,Pevifoscorvir Sodium (ALG-000184)
ORMP,Oramed Pharmaceuticals Inc.,NCT06731075,PHASE3,NOT_YET_RECRUITING,Type 2 Diabetes Mellitus,"ORMD-0801 8 mg, ORMD-0801 16 mg"
BMRN,BioMarin Pharmaceutical Inc.,NCT04554940,PHASE2,ACTIVE_NOT_RECRUITING,Achondroplasia,vosoritide
BMRN,BioMarin Pharmaceutical Inc.,NCT06309979,N/A,RECRUITING,Idiopathic Short Stature,N/A
BMRN,BioMarin Pharmaceutical Inc.,NCT04404530,N/A,RECRUITING,Phenylketonurias,Palynziq
BMRN,BioMarin Pharmaceutical Inc.,NCT06305234,N/A,RECRUITING,Phenylketonuria (PKU),Pegvaliase
BMRN,BioMarin Pharmaceutical Inc.,NCT04476862,N/A,ACTIVE_NOT_RECRUITING,Late-Infantile Neuronal Ceroid Lipofuscinosis Type 2,Cerliponase Alfa
BMRN,BioMarin Pharmaceutical Inc.,NCT06738017,PHASE1,RECRUITING,Alpha 1-Antitrypsin Deficiency,"BMN 349, Placebo"
BMRN,BioMarin Pharmaceutical Inc.,NCT03424018,PHASE3,ACTIVE_NOT_RECRUITING,Achondroplasia,BMN 111
BMRN,BioMarin Pharmaceutical Inc.,NCT07441876,"PHASE2, PHASE3",NOT_YET_RECRUITING,Achondroplasia,"BMN 333, Vosoritide Injection [Voxzogo]"
BMRN,BioMarin Pharmaceutical Inc.,NCT05121376,"PHASE1, PHASE2",ACTIVE_NOT_RECRUITING,"Hereditary Angioedema, HAE",N/A
BMRN,BioMarin Pharmaceutical Inc.,NCT07126262,PHASE2,RECRUITING,Hypochondroplasia,"Vosoritide, Placebo"
BMRN,BioMarin Pharmaceutical Inc.,NCT03989947,PHASE2,ACTIVE_NOT_RECRUITING,Achondroplasia,Active BMN 111: Subcutaneous injection of recommended dose of BMN 111 based on weight-band dosing once daily.
BMRN,BioMarin Pharmaceutical Inc.,NCT05813678,N/A,RECRUITING,Phenylketonuria (PKU),Pegvaliase
BMRN,BioMarin Pharmaceutical Inc.,NCT06455059,PHASE3,ACTIVE_NOT_RECRUITING,Hypochondroplasia,"Vosoritide, Placebo"
BMRN,BioMarin Pharmaceutical Inc.,NCT04684940,"PHASE1, PHASE2",ACTIVE_NOT_RECRUITING,"Hemophilia A With Inhibitor, Hemophilia A With Anti Factor VIII",Valoctocogene roxaparvovec
BMRN,BioMarin Pharmaceutical Inc.,NCT06224907,PHASE3,ACTIVE_NOT_RECRUITING,Hemophilia A,Valoctocogene roxaparvovec
BMRN,BioMarin Pharmaceutical Inc.,NCT02724228,PHASE2,ACTIVE_NOT_RECRUITING,Achondroplasia,BMN 111
BMRN,BioMarin Pharmaceutical Inc.,NCT06780332,PHASE4,RECRUITING,"Phenylketonuria, PKU",RDD to Palynziq
BMRN,BioMarin Pharmaceutical Inc.,NCT06280209,"PHASE1, PHASE2",RECRUITING,Duchenne Muscular Dystrophy,BMN 351
BMRN,BioMarin Pharmaceutical Inc.,NCT06168201,N/A,RECRUITING,Achondroplasia,N/A
BMRN,BioMarin Pharmaceutical Inc.,NCT06382155,PHASE2,RECRUITING,Idiopathic Short Stature,"Vosoritide Injection, Human Growth Hormone, Placebo"
BMRN,BioMarin Pharmaceutical Inc.,NCT06212947,N/A,RECRUITING,Hypochondroplasia,N/A
BMRN,BioMarin Pharmaceutical Inc.,NCT04480567,"PHASE1, PHASE2",ACTIVE_NOT_RECRUITING,Phenylketonuria (PKU),BMN 307
BMRN,BioMarin Pharmaceutical Inc.,NCT06668805,PHASE2,RECRUITING,"Short Stature Homeobox- Containing Gene SHOX Deficiency, Noonan Syndrome, Turner Syndrome",Vosoritide Injection
BMRN,BioMarin Pharmaceutical Inc.,NCT05270837,PHASE3,ACTIVE_NOT_RECRUITING,Phenylketonuria (PKU),Pegvaliase
BMRN,BioMarin Pharmaceutical Inc.,NCT04800692,PHASE1,RECRUITING,"Claudication, Intermittent, Peripheral Artery Disease, Peripheral Vascular Diseases","Tetrahydrobiopterin 10 mg/kg, Tetrahydrobiopterin 20 mg/kg, L-Ascorbate, L-Arginine"
BMRN,BioMarin Pharmaceutical Inc.,NCT05579548,N/A,RECRUITING,"Phenylketonuria, Maternal",Pegvaliase
ETST,"Earth Science Tech, Inc.",NCT05722925,PHASE4,ACTIVE_NOT_RECRUITING,Prostate Cancer,Fluciclovine PET/CT
CRDL,Cardiol Therapeutics Inc.,NCT06708299,PHASE3,RECRUITING,Recurrent Pericarditis,CardiolRx
RNTX,Rein Therapeutics Inc.,NCT06968845,PHASE2,RECRUITING,Idiopathic Pulmonary Fibrosis (IPF),"LTI-03, Placebo"
VRTX,Vertex Pharmaceuticals Incorporated,NCT07231419,PHASE3,RECRUITING,Diabetic Peripheral Neuropathic Pain,"Suzetrigine, Placebo (matched to SUZ)"
VRTX,Vertex Pharmaceuticals Incorporated,NCT06747572,N/A,ACTIVE_NOT_RECRUITING,Autosomal Dominant Polycystic Kidney Disease (ADPKD),N/A
VRTX,Vertex Pharmaceuticals Incorporated,NCT06832410,PHASE3,RECRUITING,"Type 1 Diabetes, Kidney Transplant",Biological/Vaccine
VRTX,Vertex Pharmaceuticals Incorporated,NCT07378865,PHASE1,RECRUITING,Pain,Suzetrigine
VRTX,Vertex Pharmaceuticals Incorporated,NCT04786262,PHASE3,RECRUITING,"Diabetes Mellitus, Type 1, Impaired Hypoglycemic Awareness, Severe Hypoglycemia",VX-880
VRTX,Vertex Pharmaceuticals Incorporated,NCT05312879,"PHASE2, PHASE3",RECRUITING,Proteinuric Kidney Disease,"VX-147, Placebo"
VRTX,Vertex Pharmaceuticals Incorporated,NCT07283770,PHASE1,RECRUITING,Cystic Fibrosis,"VX-581, Placebo"
VRTX,Vertex Pharmaceuticals Incorporated,NCT07022119,PHASE1,ACTIVE_NOT_RECRUITING,Autosomal Dominant Polycystic Kidney Disease (ADPKD),"VX-407, Placebo"
VRTX,Vertex Pharmaceuticals Incorporated,NCT05668741,"PHASE1, PHASE2",RECRUITING,Cystic Fibrosis,"VX-522 mRNA therapy, IVA"
VRTX,Vertex Pharmaceuticals Incorporated,NCT06628908,PHASE3,RECRUITING,Diabetic Peripheral Neuropathic Pain,"Suzetrigine, Placebo (matched to SUZ), Pregabalin, Placebo (matched to Pregabalin)"
VRTX,Vertex Pharmaceuticals Incorporated,NCT06460506,PHASE3,ACTIVE_NOT_RECRUITING,Cystic Fibrosis,"ELX/TEZ/IVA, IVA"
VRTX,Vertex Pharmaceuticals Incorporated,NCT06154447,PHASE1,RECRUITING,Cystic Fibrosis,"VX-828, Placebo, Itraconazole, Midazolam, Tezacaftor, VX-118, Placebo, Deutivacaftor, VX-828"
VRTX,Vertex Pharmaceuticals Incorporated,NCT05477563,PHASE3,RECRUITING,"Beta-Thalassemia, Thalassemia, Hematologic Diseases, Genetic Diseases, Inborn, Hemoglobinopathies, Sickle Cell Disease, Sickle Cell Anemia",CTX001
VRTX,Vertex Pharmaceuticals Incorporated,NCT06794996,PHASE2,RECRUITING,Proteinuric Kidney Disease,Inaxaplin
VRTX,Vertex Pharmaceuticals Incorporated,NCT07437105,PHASE1,NOT_YET_RECRUITING,Cystic Fibrosis,"VX-272, Placebo"
VRTX,Vertex Pharmaceuticals Incorporated,NCT05331183,PHASE3,ACTIVE_NOT_RECRUITING,Cystic Fibrosis,"ELX/TEZ/IVA, IVA"
VRTX,Vertex Pharmaceuticals Incorporated,NCT05329649,PHASE3,ACTIVE_NOT_RECRUITING,"Sickle Cell Disease, Hydroxyurea Failure, Hydroxyurea Intolerance, Hemoglobinopathies, Hematological Diseases",CTX001
VRTX,Vertex Pharmaceuticals Incorporated,NCT07074327,PHASE1,ACTIVE_NOT_RECRUITING,Autosomal Dominant Polycystic Kidney Disease (ADPKD),"VX-407, LNG/EE, NGM/EE, NET/EE, DRSP/EE"
VRTX,Vertex Pharmaceuticals Incorporated,NCT05356195,PHASE3,ACTIVE_NOT_RECRUITING,"Beta-Thalassemia, Thalassemia, Genetic Diseases, Inborn, Hematologic Diseases, Hemoglobinopathies",CTX001
VRTX,Vertex Pharmaceuticals Incorporated,NCT07349394,PHASE1,ACTIVE_NOT_RECRUITING,Cystic Fibrosis,"VNZ/TEZ/D-IVA, Rosuvastatin"
VRTX,Vertex Pharmaceuticals Incorporated,NCT06185764,"PHASE1, PHASE2",RECRUITING,Myotonic Dystrophy Type 1 (DM1),"VX-670, Placebo"
VRTX,Vertex Pharmaceuticals Incorporated,NCT06696443,PHASE3,ACTIVE_NOT_RECRUITING,Diabetic Peripheral Neuropathic Pain,Suzetrigine
VRTX,Vertex Pharmaceuticals Incorporated,NCT05422222,PHASE3,RECRUITING,Cystic Fibrosis,VX-121/TEZ/D-IVA
VRTX,Vertex Pharmaceuticals Incorporated,NCT05444257,PHASE3,ACTIVE_NOT_RECRUITING,Cystic Fibrosis,VX-121/TEZ/D-IVA
VRTX,Vertex Pharmaceuticals Incorporated,NCT05951205,PHASE3,NOT_YET_RECRUITING,Sickle Cell Disease,Exa-cel
VRTX,Vertex Pharmaceuticals Incorporated,NCT05791201,"PHASE1, PHASE2",ACTIVE_NOT_RECRUITING,Type 1 Diabetes,VX-264
VRTX,Vertex Pharmaceuticals Incorporated,NCT06619860,PHASE2,RECRUITING,Diabetic Peripheral Neuropathic Pain,"VX-993, Pregabalin, Placebo (matched to pregabalin), Placebo (matched to VX-993)"
VRTX,Vertex Pharmaceuticals Incorporated,NCT07204275,"PHASE2, PHASE3",RECRUITING,Primary Membranous Nephropathy,"Povetacicept, Tacrolimus"
VRTX,Vertex Pharmaceuticals Incorporated,NCT07161037,PHASE2,RECRUITING,Autosomal Dominant Polycystic Kidney Disease (ADPKD),VX-407
ABVX,ABIVAX Société Anonyme,NCT05535946,PHASE3,ACTIVE_NOT_RECRUITING,Ulcerative Colitis,"ABX464, Placebo"
ABVX,ABIVAX Société Anonyme,NCT07453784,PHASE1,NOT_YET_RECRUITING,Healthy,"Obefazimod 50 mg Capsule, Obefazimod Minitablet 50 mg"
ABVX,ABIVAX Société Anonyme,NCT05177835,PHASE2,ACTIVE_NOT_RECRUITING,Ulcerative Colitis,ABX464
ABVX,ABIVAX Société Anonyme,NCT06456593,PHASE2,RECRUITING,Moderately to Severely Active Crohn Disease,Obefazimod
ABVX,ABIVAX Société Anonyme,NCT03897543,"PHASE1, PHASE2",RECRUITING,"Carcinoma, Hepatocellular",ABX196
ROIV,Roivant Sciences Ltd.,NCT07018323,PHASE2,RECRUITING,Graves' Disease,"IMVT-1402, IMVT-1402, Placebo"
ROIV,Roivant Sciences Ltd.,NCT06980805,PHASE2,RECRUITING,"Subacute Cutaneous Lupus Erythematosus, Chronic Cutaneous Lupus Erythematosus","IMVT-1402, Placebo"
